NAME	URL	HOMEPAGE	DESCRIPTION	CREATED_AT
vsoch/go-digest	https://github.com/vsoch/go-digest	https://www.opencontainers.org/	Common digest package used across the container ecosystem	2019-02-26T18:46:15Z
vsoch/gogs	https://github.com/vsoch/gogs	https://gogs.io	Gogs (Go Git Service) is a painless self-hosted Git service.	2016-10-04T23:17:42Z
vsoch/google-cloud-community	https://github.com/vsoch/google-cloud-community	https://cloud.google.com/community	This repository holds the content submitted to https://cloud.google.com/community. Files added to the tutorials/ will appear at https://cloud.google.com/community/tutorials.	2019-01-24T22:20:56Z
vsoch/google-group-export	https://github.com/vsoch/google-group-export		An interactive script to export a Google Group	2019-10-21T17:15:01Z
vsoch/gp_fasig_scalable_radio_array	https://github.com/vsoch/gp_fasig_scalable_radio_array			2018-01-24T23:29:06Z
vsoch/gridtest	https://github.com/vsoch/gridtest	https://vsoch.github.io/gridtest/	grid parameters and testing for Python modules and functions	2020-04-16T22:46:54Z
vsoch/griznog	https://github.com/vsoch/griznog		Griznog, eternally trapped in Python, and a container for forever access to his wisdom.	2020-01-19T19:33:26Z
vsoch/gsea	https://github.com/vsoch/gsea		Gene set enrichment analysis file preparation, and submission scripts to run with gsea .jar on Sherlock	2014-05-07T17:26:44Z
vsoch/gutmap	https://github.com/vsoch/gutmap		Gut Microbiome Mapping	2014-04-13T23:44:47Z
vsoch/halley	https://github.com/vsoch/halley		A lightweight game engine written in modern C++	2019-02-24T22:32:20Z
vsoch/hcICA	https://github.com/vsoch/hcICA	https://vsoch.github.io/hcICA	an old independent component analysis run from graduate school using FSL melodic, also see vsoch/szICA	2019-04-25T19:03:06Z
vsoch/hello-world	https://github.com/vsoch/hello-world		testing container for pushing to singularity-hub	2016-10-04T21:58:16Z
vsoch/helpme	https://github.com/vsoch/helpme	https://vsoch.github.io/helpme	command line daemon for helping you out	2016-10-25T05:29:31Z
vsoch/helpme-go	https://github.com/vsoch/helpme-go		Testing Golang app 	2017-11-23T16:04:39Z
vsoch/highlightjs-pythonlogging	https://github.com/vsoch/highlightjs-pythonlogging		Files to add to highlightjs/highlight.js (in respective locations) to build a highlighter for Python logs	2019-10-18T12:51:15Z
vsoch/hospital-chargemaster	https://github.com/vsoch/hospital-chargemaster	https://vsoch.github.io/hospital-chargemaster/	hospital chargemaster lists for open source healthcare	2019-01-16T17:19:18Z
vsoch/hospital-chargemaster-analysis	https://github.com/vsoch/hospital-chargemaster-analysis		example (fun!) analysis with hospital chargemaster data	2019-02-10T18:58:05Z
vsoch/hpc-container-maker	https://github.com/vsoch/hpc-container-maker		HPC Container Maker	2018-03-23T21:21:42Z
vsoch/ica-	https://github.com/vsoch/ica-		Melodic + Dual Regression Package in Python	2011-09-05T16:35:17Z
vsoch/image-comparison-thresholding	https://github.com/vsoch/image-comparison-thresholding	https://vsoch.github.io/image-comparison-thresholding	complete methods and pipeline for effects of thresholding on image similarity metrics	2015-07-09T04:24:39Z
vsoch/image-spec	https://github.com/vsoch/image-spec	https://www.opencontainers.org/	OCI Image Format	2019-02-26T17:08:46Z
vsoch/image-tools	https://github.com/vsoch/image-tools	https://opencontainers.org	OCI Image Tooling	2019-02-27T01:29:14Z
vsoch/imageSearch	https://github.com/vsoch/imageSearch		image-based image search in python	2015-05-04T00:42:27Z
vsoch/insult-go	https://github.com/vsoch/insult-go	https://vsoch.github.io/insult-go/	generate Shakespearean insults with GoLang and Web Assembly. Because why not.	2020-01-10T18:07:58Z
vsoch/interface	https://github.com/vsoch/interface		user interface for managing containers with sregistry global client, and making recipes	2018-03-26T05:56:42Z
vsoch/jansson	https://github.com/vsoch/jansson	http://www.digip.org/jansson/	C library for encoding, decoding and manipulating JSON data	2018-11-25T07:23:29Z
vsoch/job	https://github.com/vsoch/job	https://vsoch.github.io/job		2016-07-20T14:15:51Z
vsoch/josc	https://github.com/vsoch/josc		Journal of Open Source Containers	2017-11-30T16:49:13Z
vsoch/jqkungfu	https://github.com/vsoch/jqkungfu	https://vsoch.github.io/jqkungfu/	A jq playground, written in WebAssembly	2019-09-30T21:01:59Z
vsoch/jquery.fileDownload	https://github.com/vsoch/jquery.fileDownload	http://johnculviner.com/post/2012/03/22/Ajax-like-feature-rich-file-downloads-with-jQuery-File-Download.aspx	jQuery File Download is a cross server platform compatible jQuery plugin that allows for an Ajax-like file download experience that isn’t normally possible using the web.	2021-01-10T07:11:22Z
vsoch/jspoop	https://github.com/vsoch/jspoop		jspoop (js parsed out of pages) will generate a standard data structure to describe javascript libraries [UNDER DEVELOPMENT]	2016-04-11T22:36:48Z
vsoch/jsPsych	https://github.com/vsoch/jsPsych	http://www.jspsych.org	A JavaScript library for creating and running behavioral experiments in a web browser	2016-02-19T17:27:23Z
vsoch/julia-share	https://github.com/vsoch/julia-share	https://vsoch.github.io/julia-share	Docker container (intended for Singularity container share) with jupyter+julia 	2018-08-02T06:27:00Z
vsoch/juliart	https://github.com/vsoch/juliart		module for generating Julia Set artwork	2019-12-25T18:55:29Z
vsoch/juliart-grid	https://github.com/vsoch/juliart-grid	https://vsoch.github.io/juliart-grid/	exploring the c (a and b) parameter space when generating Julia Sets	2019-12-27T19:01:38Z
vsoch/juliart-says	https://github.com/vsoch/juliart-says		Generate text covered Julia Set images, either with sentences from a corpus or Markov generated content.	2019-12-28T20:42:43Z
vsoch/kaggle	https://github.com/vsoch/kaggle	https://hub.docker.com/r/vanessa/kaggle/	use the kaggle api to create and upload a dataset (example!)	2018-06-18T04:15:15Z
vsoch/kaggle-api	https://github.com/vsoch/kaggle-api		Official Kaggle API	2018-06-17T18:30:04Z
vsoch/kaos	https://github.com/vsoch/kaos		Variational neural networks for Keras	2016-11-12T20:53:22Z
vsoch/keras-r	https://github.com/vsoch/keras-r		simple container with R wrapper for Keras neural network library	2018-05-13T15:36:39Z
vsoch/ketchup	https://github.com/vsoch/ketchup	https://vsoch.github.io/ketchup/		2018-03-19T00:15:08Z
vsoch/knowledge-repo	https://github.com/vsoch/knowledge-repo		A next-generation curated knowledge sharing platform for data scientists and other technical professions.	2017-03-06T19:32:38Z
vsoch/lab.js	https://github.com/vsoch/lab.js	https://lab.js.org/	Online research made easy	2018-07-14T06:56:19Z
vsoch/learning-elm	https://github.com/vsoch/learning-elm		Learning elm on exercism!	2020-05-26T18:20:34Z
vsoch/learning-flutter	https://github.com/vsoch/learning-flutter			2019-12-15T22:21:13Z
vsoch/learning-golang	https://github.com/vsoch/learning-golang			2019-01-21T22:20:32Z
vsoch/learning-rust	https://github.com/vsoch/learning-rust		*insert no idea what he's doing dog*	2019-09-07T15:14:13Z
vsoch/learningc	https://github.com/vsoch/learningc		having some fun, learning simple C	2016-08-08T20:27:49Z
vsoch/learningcpp	https://github.com/vsoch/learningcpp		more dinosaur learning fun!	2018-07-06T23:43:46Z
vsoch/learnyounode	https://github.com/vsoch/learnyounode		playing around with nodejs	2016-04-24T06:52:26Z
vsoch/lessons	https://github.com/vsoch/lessons	https://vsoch.github.io/lessons/	quick lessons for reproducible research practices	2018-05-06T10:06:35Z
vsoch/levelmoney	https://github.com/vsoch/levelmoney	https://hub.docker.com/r/vanessa/levelmoney/	a simple app to demonstrate using level money api to show balances (spent and income)	2016-05-24T20:47:15Z
vsoch/libpod	https://github.com/vsoch/libpod		libpod is a library used to create container pods. Home of Podman.	2019-04-11T21:13:29Z
vsoch/little-koyejo	https://github.com/vsoch/little-koyejo		Congratulations to Sanmi and Kristine!	2016-10-06T00:28:37Z
vsoch/lonestar5_launch	https://github.com/vsoch/lonestar5_launch		updates to parametric launcher on TACC/lonestar5	2016-04-12T19:28:24Z
vsoch/lookout	https://github.com/vsoch/lookout		Lookout is an upstream software repository watcher built for maintaining large collections of up-to-date applications.	2020-10-02T23:18:09Z
vsoch/lsr-political-consensus	https://github.com/vsoch/lsr-political-consensus			2016-10-22T01:14:15Z
vsoch/make-me-a-sandwich	https://github.com/vsoch/make-me-a-sandwich		Python to javascript sandwich matching game. Becaue we need this now.	2020-08-08T23:40:05Z
vsoch/makeamap	https://github.com/vsoch/makeamap		messing around with learning React.js	2016-05-29T00:29:38Z
vsoch/man-opencontainers	https://github.com/vsoch/man-opencontainers	https://vsoch.github.io/man-opencontainers/	Introduction to the Open Container Initiative, and how to contribute	2019-02-23T21:18:59Z
vsoch/mandalas-colored	https://github.com/vsoch/mandalas-colored	https://hub.docker.com/r/vanessa/mandalas/	An R experiment about Voronoi tesselation to create colored mandalas	2018-03-21T20:26:29Z
vsoch/map2model	https://github.com/vsoch/map2model	http://bioschemas.org	map2model is a Python module for convert specification stored in GDrive files and generates the files needed to publish Bioschemas Types and Profiles to publish them in bioschemas.org page.  	2018-09-15T16:05:22Z
vsoch/markovmeme	https://github.com/vsoch/markovmeme	https://vsoch.github.io/markovmeme	Generate memes using Markov Models	2019-12-29T20:48:53Z
vsoch/matlab-duke	https://github.com/vsoch/matlab-duke		All of my old scripts from the Laboratory of Neurogenetics at Duke. Yes, in Matlab :O	2019-05-21T21:15:46Z
vsoch/md_experiment	https://github.com/vsoch/md_experiment		a demo of a material design experiment (with material design light components)	2016-02-20T20:34:16Z
vsoch/mhttc	https://github.com/vsoch/mhttc	https://vsoch.github.io/mhttc/	Mental Health Technology Health Transfer Network	2020-07-08T21:10:39Z
vsoch/microfish	https://github.com/vsoch/microfish	http://vsoch.github.io/microfish/	Using repofish and wordfish together to understand methods in Microsoft publications makes a... microfish!	2016-05-14T20:23:45Z
vsoch/milestone-check	https://github.com/vsoch/milestone-check		Check a GitHub branch against a milestone to see if all commits are represented (under development)	2019-08-01T22:21:34Z
vsoch/miniconda3-docker	https://github.com/vsoch/miniconda3-docker		testing deploying miniconda3 with Docker for registry-1.docker.io	2016-09-28T23:57:11Z
vsoch/minimal-mistakes	https://github.com/vsoch/minimal-mistakes	https://mmistakes.github.io/minimal-mistakes/	:triangular_ruler: Jekyll theme for building a personal site, blog, project documentation, or portfolio.	2020-06-17T10:29:36Z
vsoch/MIRACLextra	https://github.com/vsoch/MIRACLextra		extra atlases and data for MIRACLdev	2019-03-13T16:58:53Z
vsoch/mkdocs-jekyll	https://github.com/vsoch/mkdocs-jekyll	https://vsoch.github.io/mkdocs-jekyll/	The Material theme from MkDocs provided as a Jekyll template, optimized for GitHub Pages	2019-06-29T14:10:11Z
vsoch/mlflow	https://github.com/vsoch/mlflow	https://mlflow.org	Open source platform for the machine learning lifecycle	2020-10-22T21:18:00Z
vsoch/mommy-dev	https://github.com/vsoch/mommy-dev		a container with jekyll and git	2018-07-06T09:59:58Z
vsoch/mpileup	https://github.com/vsoch/mpileup	https://hub.docker.com/r/vanessa/mpileup/	run the parse pileup perl script using Docker	2018-06-22T22:24:24Z
vsoch/mriqc	https://github.com/vsoch/mriqc			2015-07-08T00:19:03Z
vsoch/mriqc-1	https://github.com/vsoch/mriqc-1	http://mriqc.readthedocs.io	The package provides a series of image processing workflows to extract and compute a series of NR (no-reference), IQMs (image quality metrics) to be used in QAPs (quality assessment protocols) for MRI (magnetic resonance imaging).	2017-02-17T20:13:18Z
vsoch/mriqc-2	https://github.com/vsoch/mriqc-2	https://github.com/poldracklab/mriqc	This repository has moved to https://github.com/poldracklab/mriqc	2018-01-24T23:06:57Z
vsoch/MRtools	https://github.com/vsoch/MRtools	http://vsoch.com/wiki/doku.php?id=mrtools	Module for neuroimaging data manipulation and sample applications	2012-03-17T21:26:32Z
vsoch/mw2md.py	https://github.com/vsoch/mw2md.py		A small script to convert MediaWiki (restructured syntax?) content to markdown.	2019-07-04T18:08:16Z
vsoch/mybrain	https://github.com/vsoch/mybrain	http://vsoch.github.io/mybrain	An interface for exploring brain functional connectivity data	2014-12-06T23:13:05Z
vsoch/myconnectome	https://github.com/vsoch/myconnectome		Code for the myconnectome project	2015-05-21T17:01:25Z
vsoch/myconnectome-d3	https://github.com/vsoch/myconnectome-d3		Simplified version of myconnectome d3 visualization	2014-11-23T01:53:04Z
vsoch/myconnectome-explore	https://github.com/vsoch/myconnectome-explore		Poral interface for exploration of myconnectome data	2015-06-02T22:50:31Z
vsoch/myconnectome-vm	https://github.com/vsoch/myconnectome-vm		Virtual machine setup for MyConnectome data analysis	2015-05-21T17:19:46Z
vsoch/myconnectome_d3	https://github.com/vsoch/myconnectome_d3		d3 Network work for the myconnectome project	2014-11-16T05:23:51Z
vsoch/n2g	https://github.com/vsoch/n2g	https://vsoch.github.io/n2g/	A fun project, but not very good :)	2018-03-19T00:35:08Z
vsoch/natacha-bot	https://github.com/vsoch/natacha-bot	https://vsoch.github.io/natacha-bot/	The natacha bot has opinions about politics and art.	2020-02-21T20:18:20Z
vsoch/neo4j-mazerunner	https://github.com/vsoch/neo4j-mazerunner		Mazerunner extends a Neo4j graph database to run scheduled big data graph compute algorithms at scale with HDFS and Apache Spark.	2016-06-05T19:37:54Z
vsoch/nero2	https://github.com/vsoch/nero2			2018-09-05T00:28:24Z
vsoch/NETransliteration-COLING2018	https://github.com/vsoch/NETransliteration-COLING2018		Code and data used in named entity transliteration experiments	2018-08-13T01:12:48Z
vsoch/network-integration-vis	https://github.com/vsoch/network-integration-vis	https://vsoch.github.io/network-integration-vis		2016-09-13T19:12:37Z
vsoch/networkx_addon	https://github.com/vsoch/networkx_addon		Some add-on modules to networkx library	2016-06-05T22:44:18Z
vsoch/neuro2gene	https://github.com/vsoch/neuro2gene		discover genetic signature of behavior informed by neuroimaging	2014-02-13T00:51:37Z
vsoch/neuroblackhole	https://github.com/vsoch/neuroblackhole		in loving memory of neurostars, there is still hope, but in case not, I found some of your remnants	2016-12-03T07:47:48Z
